日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-18,2317,鴻海,244.0,241.21,2000,5580,1.16%
2026-05-18,4142,國光生,17.4,25.32,1000,-7920,-31.28%
2026-05-18,0050,元大台灣50,94.0,46.6,16016,759158,101.72%
2026-05-18,0056,元大高股息,44.09,36.43,8000,61280,21.03%
2026-05-18,00635U,期元大S&P黃金,47.26,55.25,3000,-23970,-14.46%
2026-05-18,00738U,期元大道瓊白銀,60.05,66.26,1000,-6210,-9.37%
2026-05-18,00929,復華台灣科技優息,25.33,19.73,8000,44800,28.38%
2026-05-18,009816,凱基台灣TOP50,13.51,11.01,63000,157500,22.71%
2026-05-18,00990A,主動元大AI新經濟,17.23,11.48,5000,28750,50.09%
2026-05-18,2009,第一銅,38.15,50.56,4000,-49640,-24.55%
2026-05-18,2337,旺宏,154.5,95.28,2000,118440,62.15%
2026-05-18,2409,友達,18.4,16.21,2000,4380,13.51%
2026-05-18,3481,群創,35.4,25.1,4000,41200,41.04%
2026-05-18,6806,森崴能源,14.05,45.39,5000,-156700,-69.05%
2026-05-18,3105,穩懋,446.0,556.47,300,-33141,-19.85%
2026-05-18,4966,譜瑞-KY,771.0,1921.64,1000,-1150640,-59.88%
2026-05-18,00403A,主動統一升級50,9.8,10.68,26026,-22903,-8.24%
2026-05-18,00981A,主動統一台股增長,27.8,27.48,2000,640,1.16%
2026-05-18,2313,華通,241.0,250.71,1000,-9710,-3.87%
2026-05-18,2330,台積電,2235.0,225.55,10,20094,890.91%
2026-05-18,6239,力成,247.5,243.21,1000,4290,1.76%
2026-05-18,6789,采鈺,550.0,593.5,400,-17400,-7.33%
2026-05-18,5276,達輝-KY,19.6,22.18,300,-774,-11.63%
2026-05-18,5474,聰泰,167.0,175.15,2000,-16300,-4.65%
2026-05-18,6849,奇鼎科技,226.0,266.4,280,-11312,-15.17%
2026-05-18,7853,政美應用,320.0,409.29,280,-25001,-21.82%
