
📅 投資日報表: 2026-06-10
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 257.50   | 272.00   | 257.50   | 269.50   | 112,878,529  | 241.21      | 2000     | ▲56,580   |  +11.73%
4142     | 國光生        | 17.25    | 17.70    | 17.10    | 17.65    | 1,672,001    | 25.32       | 1000     | ▼7,670    |  -30.29%
0050     | 元大台灣50     | 98.05    | 101.30   | 98.05    | 100.95   | 320,685,641  | 46.60       | 16016    | ▲870,470  | +116.63%
0056     | 元大高股息      | 47.67    | 49.45    | 47.64    | 49.45    | 121,128,569  | 36.43       | 8000     | ▲104,160  |  +35.74%
00635U   | 期元大S&P黃金   | 45.42    | 45.42    | 44.99    | 45.03    | 5,633,266    | 55.25       | 3000     | ▼30,660   |  -18.50%
00738U   | 期元大道瓊白銀    | 55.00    | 55.15    | 54.05    | 54.50    | 12,420,916   | 66.26       | 1000     | ▼11,760   |  -17.75%
00929    | 復華台灣科技優息   | 27.12    | 28.18    | 27.11    | 28.08    | 65,788,809   | 19.73       | 8000     | ▲66,800   |  +42.32%
009816   | 凱基台灣TOP50  | 14.18    | 14.74    | 14.18    | 14.68    | 368,692,968  | 11.01       | 63000    | ▲231,210  |  +33.33%
00990A   | 主動元大AI新經濟  | 18.35    | 19.10    | 18.35    | 18.90    | 109,452,306  | 11.48       | 5000     | ▲37,100   |  +64.63%
2009     | 第一銅        | 38.10    | 39.70    | 38.10    | 39.60    | 3,581,050    | 50.56       | 4000     | ▼43,840   |  -21.68%
2337     | 旺宏         | 135.00   | 143.50   | 135.00   | 143.50   | 33,329,366   | 95.28       | 2000     | ▲96,440   |  +50.61%
2409     | 友達         | 24.40    | 24.40    | 24.40    | 24.40    | 68,085,705   | 16.21       | 2000     | ▲16,380   |  +50.52%
3481     | 群創         | 48.35    | 48.35    | 48.35    | 48.35    | 85,280,030   | 25.10       | 4000     | ▲93,000   |  +92.63%
6806     | 森崴能源       | 5.10     | 5.30     | 5.09     | 5.30     | 3,660,653    | 45.39       | 5000     | ▼200,450  |  -88.32%
3105     | 穩懋         | 435.50   | 461.50   | 435.50   | 451.50   | 20,417,282   | 556.47      | 300      | ▼31,491   |  -18.86%
4966     | 譜瑞-KY      | 663.00   | 663.00   | 663.00   | 663.00   | 1,000,334    | 1921.64     | 1000     | ▼1,258,640 |  -65.50%
00403A   | 主動統一升級50   | 9.70     | 10.15    | 9.69     | 10.13    | 683,455,032  | 10.68       | 26026    | ▼14,314   |   -5.15%
00981A   | 主動統一台股增長   | 28.12    | 29.90    | 28.11    | 29.89    | 403,594,911  | 27.48       | 2000     | ▲4,820    |   +8.77%
2313     | 華通         | 233.50   | 257.50   | 233.50   | 252.00   | 47,190,939   | 250.71      | 1000     | ▲1,290    |   +0.51%
2330     | 台積電        | 2230.00  | 2320.00  | 2230.00  | 2295.00  | 44,721,632   | 225.55      | 10       | ▲20,694   | +917.51%
6789     | 采鈺         | 462.00   | 489.00   | 462.00   | 487.50   | 2,584,550    | 593.50      | 400      | ▼42,400   |  -17.86%
5474     | 聰泰         | 158.00   | 167.00   | 158.00   | 166.50   | 355,108      | 175.15      | 2000     | ▼17,300   |   -4.94%
6849     | 奇鼎科技       | 189.50   | 194.00   | 186.00   | 193.00   | 151,908      | 266.40      | 280      | ▼20,552   |  -27.55%
7853     | 政美應用       | 345.50   | 367.00   | 345.50   | 366.50   | 666,211      | 409.29      | 280      | ▼11,981   |  -10.45%
9105     | 泰金寶-DR     | 10.35    | 10.35    | 10.35    | 10.35    | 16,134,483   | 8.97        | 3000     | ▲4,140    |  +15.38%
3576     | 聯合再生       | 15.45    | 15.95    | 15.45    | 15.70    | 17,941,321   | 18.50       | 2000     | ▼5,600    |  -15.14%
1721     | 三晃         | 24.25    | 25.40    | 24.15    | 25.15    | 2,102,200    | 27.88       | 3000     | ▼8,200    |   -9.80%
8215     | 明基材        | 26.70    | 27.95    | 26.70    | 27.85    | 2,334,312    | 31.60       | 200      | ▼750      |  -11.87%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       7,044,213    📊 未實現損益:        -102,524 (  -1.46%)
